"","st_id","op_id","op_date","st_alt","st_dist_source","st_t_jan","st_t_jui","sp_nom","sp_effectif"
"8039",661,931,"26/10/1999 00:00:00",29,411,4.5,20.4,"Cyprinus carpio",1
"38944",1776,4761,"7/10/1994 00:00:00",28,22,5.9,18.7,"Phoxinus phoxinus",2
"17218",894,2122,"22/9/1987 00:00:00",105,2.5,5.3,18.3,"Barbatula barbatula",6
"12227",456,1473,"22/6/2004 00:00:00",75,27,3.8,19.6,"Squalius cephalus",33
"4666",451,540,"23/4/1996 00:00:00",57,109,3.8,20,"Squalius cephalus",40
"8448",136,999,"2/10/1996 00:00:00",43,11,4,18.2,"Cottus gobio",229
"5620",369,650,"13/6/1995 00:00:00",33,470,3.9,19.4,"Sander lucioperca",4
"13228",606,1581,"1/6/2006 00:00:00",88,14,3.8,19.6,"Sander lucioperca",1
"95",670,14,"22/5/1990 00:00:00",NA,NA,3.7,18.8,"Phoxinus phoxinus",83
"3777",16,443,"30/8/1988 00:00:00",15,NA,3.9,18.8,"Rutilus rutilus",36
"12604",193,1515,"23/6/2005 00:00:00",64,14,3.9,18.7,"Anguilla anguilla",1
"26418",793,3421,"18/9/2007 00:00:00",NA,NA,4.1,18.8,"Cottus gobio",1
"14789",592,1778,"29/8/2006 00:00:00",59,61,4,19.9,"Scardinius erythrophthalmus",6
"21159",1011,2678,"18/9/1998 00:00:00",12,62.32,6,18.7,"Cottus gobio",32
"20203",1227,2549,"7/9/1998 00:00:00",113,57,4.2,19.5,"Barbatula barbatula",75
"33777",1365,4065,"21/9/2007 00:00:00",48,141,4.8,19.9,"Blicca bjoerkna",10
"36896",1812,4501,"31/8/1993 00:00:00",56,28,7.1,18,"Cottus gobio",13
"33275",1377,4026,"7/6/2005 00:00:00",27,19,5.4,20.5,"Gobio gobio",552
"29259",1380,3675,"24/6/1986 00:00:00",NA,NA,5.8,20,"Alburnus alburnus",84
"1238",632,151,"3/5/1990 00:00:00",NA,NA,4.2,19.4,"Rutilus rutilus",79
"32124",1441,3929,"20/6/2001 00:00:00",3,62,6.2,20.8,"Gymnocephalus cernuus",2
"25028",1162,3212,"26/5/2003 00:00:00",5,663,4.5,18.8,"Rutilus rutilus",8
"8841",615,1044,"27/6/2001 00:00:00",23,460,4.6,20.3,"Perca fluviatilis",33
"19987",899,2520,"18/9/1997 00:00:00",45,29.16,5.9,18,"Barbatula barbatula",386
"16611",941,2032,"10/9/1997 00:00:00",176,15.76,3.8,18,"Pungitius pungitius",1
"37141",1483,4531,"16/8/1983 00:00:00",171,7,6,17.5,"Barbatula barbatula",126
"8747",661,1035,"27/4/1999 00:00:00",29,411,4.5,20.4,"Gobio gobio",17
"34588",1566,4169,"26/9/1990 00:00:00",15,12,7.2,17.6,"Salmo trutta fario",2
"5998",373,685,"21/10/1998 00:00:00",56,45,3.9,19.1,"Perca fluviatilis",13
"17911",1146,2230,"19/9/1986 00:00:00",260,3,3.9,18.1,"Salmo trutta fario",11
"23556",1071,2992,"17/2/1987 00:00:00",NA,16,4.6,18.7,"Gasterosteus aculeatus",16
"8194",619,948,"24/6/2003 00:00:00",38,489,4.4,20.1,"Perca fluviatilis",3
"26804",1413,3464,"18/9/1996 00:00:00",130,16,4.8,18.6,"Phoxinus phoxinus",256
"13256",247,1586,"22/6/2006 00:00:00",119,9,3.3,19.2,"Cottus gobio",59
"32114",1440,3928,"21/6/2001 00:00:00",23,15,6.6,20.1,"Barbatula barbatula",190
"2587",30,311,"8/6/1988 00:00:00",1,NA,4.5,18.2,"Anguilla anguilla",30
"11922",369,1439,"9/7/2004 00:00:00",33,470,3.9,19.4,"Sander lucioperca",12
"29919",1418,3741,"17/8/1995 00:00:00",NA,NA,3.9,18.1,"Rutilus rutilus",21
"26725",1276,3458,"25/4/1996 00:00:00",15,16,6.1,19.8,"Lampetra planeri",3
"4262",434,496,"15/10/1992 00:00:00",80,95,3.5,19.8,"Barbus barbus",4
"16563",810,2026,"9/10/1990 00:00:00",15,24,5.9,17.6,"Leuciscus leuciscus",33
"21249",877,2688,"1/10/1998 00:00:00",5,52.03,6,17.7,"Abramis brama",32
"32035",1437,3922,"5/10/1994 00:00:00",68,125,5,19.3,"Cottus gobio",3
"10321",242,1259,"23/6/2000 00:00:00",180,95,2.5,18.2,"Barbus barbus",39
"26149",789,3366,"5/9/2006 00:00:00",NA,NA,5.2,18.5,"Salmo trutta fario",26
"35234",1579,4268,"6/11/1986 00:00:00",112,4,6.8,17.6,"Anguilla anguilla",5
"24067",1105,3082,"6/10/1998 00:00:00",57,25,4.4,18.3,"Barbatula barbatula",15
"34146",1277,4094,"6/9/2007 00:00:00",20,64,6.1,20.1,"Lepomis gibbosus",3
"29512",1318,3699,"2/9/1988 00:00:00",180,5,4.5,18.3,"Lampetra planeri",1
"21842",826,2764,"7/9/2001 00:00:00",68,51.12,4.7,18.4,"Cottus gobio",40
"13432",662,1607,"16/6/2005 00:00:00",35,493,4.5,20.3,"Anguilla anguilla",28
"3130",478,373,"14/6/1990 00:00:00",NA,NA,3.9,20.1,"Scardinius erythrophthalmus",1
"11137",246,1345,"12/6/1998 00:00:00",50,76,3.5,19.3,"Ameiurus melas",1
"293",677,40,"14/5/2002 00:00:00",24,300,4.1,19.5,"Tinca tinca",5
"31575",1428,3880,"12/7/1990 00:00:00",96,87,4.9,19,"Squalius cephalus",30
"31966",1330,3916,"5/9/2000 00:00:00",34,57,5.9,19.7,"Anguilla anguilla",6
"37246",1812,4547,"11/9/1984 00:00:00",56,28,7.1,18,"Gobio gobio",29
"29316",1294,3679,"26/6/1986 00:00:00",21,644,5.6,20.3,"Gobio gobio",199
"9123",133,1092,"5/10/1994 00:00:00",19,54,4.3,18.2,"Anguilla anguilla",32
"27192",1269,3498,"30/4/1997 00:00:00",6,77,6.6,19.5,"Anguilla anguilla",65
"27729",1287,3544,"18/9/1989 00:00:00",17,308,5.8,20.2,"Ameiurus melas",1
"23176",1223,2942,"29/8/2006 00:00:00",122,19.62,4.1,19.4,"Cottus gobio",138
"14423",5,1723,"12/7/2007 00:00:00",79,8,3.3,18.7,"Esox lucius",4
"3465",452,410,"22/11/1989 00:00:00",63,88,3.7,19.6,"Squalius cephalus",9
"35735",1694,4359,"13/6/1983 00:00:00",30,41,6.3,19.3,"Blicca bjoerkna",4
"20126",920,2537,"31/8/1994 00:00:00",34,6.78,5.9,17.9,"Anguilla anguilla",46
"10680",516,1296,"23/10/2001 00:00:00",82,2,3.9,19.1,"Salmo trutta fario",2
"7658",660,889,"21/5/1992 00:00:00",NA,NA,4.7,20.6,"Cyprinus carpio",1
"33402",1381,4036,"8/9/2005 00:00:00",13,893,5.9,20.2,"Sander lucioperca",1
"13704",599,1637,"1/9/2005 00:00:00",69,20,4,19.8,"Pungitius pungitius",9
"20452",1039,2582,"12/10/1999 00:00:00",143,55.97,4.5,18.1,"Perca fluviatilis",28
"38472",1481,4700,"19/11/1985 00:00:00",57,7,6.9,17.6,"Salmo trutta fario",27
"12583",38,1512,"15/6/2005 00:00:00",16,79,4,18.4,"Esox lucius",1
"1906",592,232,"5/5/1998 00:00:00",59,61,4,19.9,"Scardinius erythrophthalmus",1
"36996",1892,4510,"4/11/1993 00:00:00",74,11.34,6.7,18.3,"Cottus gobio",4
"36836",1794,4495,"8/9/1992 00:00:00",33,34,6.9,18.6,"Salmo salar",26
"18421",956,2301,"29/10/1991 00:00:00",64,99,5.1,18.6,"Anguilla anguilla",14
"29070",1266,3659,"2/9/1999 00:00:00",10,24,5.9,20.1,"Perca fluviatilis",15
"29262",1380,3675,"24/6/1986 00:00:00",NA,NA,5.8,20,"Esox lucius",2
"36778",1845,4489,"9/9/1992 00:00:00",94,26,6.8,18,"Phoxinus phoxinus",111
"14044",143,1683,"7/9/2006 00:00:00",11,19,4.4,18.1,"Phoxinus phoxinus",42
"10406",245,1266,"31/5/2001 00:00:00",41,52,3.8,19.3,"Cottus gobio",2
"25950",1108,3337,"12/9/2006 00:00:00",27,3.7,5.1,18.1,"Gasterosteus aculeatus",19
"2991",53,356,"5/6/2003 00:00:00",5,25,4.2,18.2,"Rutilus rutilus",15
"35306",1614,4287,"27/9/1988 00:00:00",80,10,7,17.2,"Anguilla anguilla",125
"26102",1123,3357,"19/9/2006 00:00:00",NA,NA,4.2,18.2,"Salmo salar",2
"21391",1018,2706,"15/9/1999 00:00:00",63,35.42,5.1,18.5,"Phoxinus phoxinus",99
"25661",860,3287,"27/9/2004 00:00:00",32,110,4.8,18.6,"Gobio gobio",1
"24472",859,3148,"18/10/1995 00:00:00",22,80,4.3,19.3,"Anguilla anguilla",16
"5614",369,650,"13/6/1995 00:00:00",33,470,3.9,19.4,"Rutilus rutilus",164
"36147",1755,4414,"7/10/1993 00:00:00",53,18,5.7,18.7,"Rutilus rutilus",2
"15683",966,1893,"28/8/1997 00:00:00",216,4,4.2,18.1,"Phoxinus phoxinus",152
"10507",242,1275,"25/6/2002 00:00:00",180,95,2.5,18.2,"Salmo trutta fario",1
"6608",378,761,"9/5/1989 00:00:00",75,19,3.9,18.9,"Cottus gobio",33
"6115",368,695,"3/10/2002 00:00:00",34,347,3.9,19.4,"Anguilla anguilla",17
"4207",39,489,"17/5/2001 00:00:00",20,37,3.9,18.6,"Scardinius erythrophthalmus",5
"3796",20,448,"22/8/1988 00:00:00",20,14,4.3,18.2,"Barbatula barbatula",78
"18550",975,2317,"20/10/1992 00:00:00",55,34,5.1,18.6,"Barbatula barbatula",16
"39867",1750,4867,"17/9/1996 00:00:00",19,52,6.1,18.9,"Squalius cephalus",593
"22844",1053,2898,"8/11/1990 00:00:00",4,NA,4.8,17.9,"Rutilus rutilus",2
"8694",617,1030,"14/4/1999 00:00:00",59,16,4.1,19.8,"Carassius auratus",88
"32065",1427,3924,"6/10/1994 00:00:00",85,95,4.4,19.5,"Barbus barbus",66
"10505",242,1275,"25/6/2002 00:00:00",180,95,2.5,18.2,"Chondrostoma nasus",1
"14949",618,1798,"20/6/2007 00:00:00",33,510,4.8,20.8,"Anguilla anguilla",30
"34044",1308,4086,"4/9/2007 00:00:00",63,17,5.4,20.2,"Scardinius erythrophthalmus",9
"28771",1442,3635,"11/6/1997 00:00:00",27,19,6.5,20.1,"Rutilus rutilus",738
"35292",1609,4283,"5/11/1987 00:00:00",62,4,7.2,17.2,"Phoxinus phoxinus",5
"14222",451,1704,"19/9/2006 00:00:00",57,109,3.8,20,"Squalius cephalus",49
"21070",1208,2666,"12/9/1994 00:00:00",225,6.55,3.8,18.3,"Lampetra planeri",3
"26369",787,3410,"13/9/2007 00:00:00",NA,NA,0,NA,"Salmo trutta fario",7
"21149",755,2677,"30/9/1998 00:00:00",8,142.8,5.6,18.4,"Rutilus rutilus",283
"2716",43,326,"11/10/1994 00:00:00",38,NA,3.5,18.8,"Rutilus rutilus",1
"14673",111,1767,"4/7/2006 00:00:00",18,11,4.1,18.2,"Esox lucius",1
"5968",368,682,"16/9/1998 00:00:00",34,347,3.9,19.4,"Salmo trutta fario",1
"29681",1403,3717,"5/6/1986 00:00:00",25,51,5.9,19.7,"Esox lucius",2
"14467",71,1727,"12/7/2007 00:00:00",62,13,3.4,18.7,"Cottus gobio",701
"35534",1576,4331,"25/8/1993 00:00:00",75,8,7,17.8,"Lampetra planeri",3
"26150",790,3367,"5/9/2006 00:00:00",NA,NA,5.2,18.5,"Anguilla anguilla",11
"5503",362,635,"18/7/1989 00:00:00",NA,48,4.1,19,"Rutilus rutilus",4
"1084",179,133,"23/6/1998 00:00:00",46,63,3.9,18.8,"Gymnocephalus cernuus",2
"17187",882,2117,"7/9/1983 00:00:00",16,35,6.1,18.5,"Barbatula barbatula",1
"24223",1162,3110,"4/4/2002 00:00:00",5,663,4.5,18.8,"Chelon labrosus",1
"32605",1330,3964,"11/9/2003 00:00:00",34,57,5.9,19.7,"Leuciscus leuciscus",2
"36502",1843,4457,"16/9/1988 00:00:00",45,6,7,18.5,"Phoxinus phoxinus",34
"34544",1648,4161,"11/6/1990 00:00:00",227,4,6.1,16.6,"Cottus gobio",35
"37470",1870,4572,"29/9/1987 00:00:00",54,14,6.7,18.6,"Barbatula barbatula",17
"29043",1442,3657,"24/6/1999 00:00:00",27,19,6.5,20.1,"Blicca bjoerkna",91
"23029",919,2924,"16/9/2005 00:00:00",41,22.62,6,18.2,"Leuciscus leuciscus",2
"22794",1045,2890,"13/10/1988 00:00:00",53,45,4.8,18,"Salmo trutta fario",144
"38019",1522,4638,"14/6/1988 00:00:00",88,18,5.9,18.4,"Gobio gobio",1
"6888",374,795,"1/10/1996 00:00:00",34,25,4,19.4,"Salmo trutta fario",1
"2709",42,325,"19/10/1994 00:00:00",138,39,3,18.5,"Alburnoides bipunctatus",21
"10966",242,1331,"25/4/1996 00:00:00",180,95,2.5,18.2,"Esox lucius",2
"23161",877,2940,"27/6/2005 00:00:00",5,52.03,6,17.7,"Scardinius erythrophthalmus",27
"12340",41,1483,"22/9/2004 00:00:00",155,5,2.9,18.5,"Gobio gobio",22
"2567",7,306,"10/11/1987 00:00:00",NA,19,3.1,18.6,"Gasterosteus aculeatus",91
"34717",1576,4192,"14/9/1992 00:00:00",75,8,7,17.8,"Barbatula barbatula",1
"7953",614,922,"17/9/1997 00:00:00",29,428,4.8,20.7,"Carassius carassius",1
"32390",1412,3949,"5/9/2002 00:00:00",87,25,4.9,19.4,"Cottus gobio",126
"16948",748,2080,"4/10/1991 00:00:00",71,4.44,4.8,18.2,"Lampetra planeri",2
"18389",945,2296,"31/10/1990 00:00:00",86,93,4.9,18.6,"Perca fluviatilis",1
"36733",1851,4483,"29/5/1991 00:00:00",179,7.86,6.3,17.3,"Barbatula barbatula",1
"22780",1075,2887,"23/10/1985 00:00:00",68,25,4.1,18.6,"Salmo trutta fario",93
"1586",466,194,"15/9/1989 00:00:00",NA,NA,3.5,19.3,"Rutilus rutilus",75
"28998",1378,3653,"22/6/1999 00:00:00",122,66,5,19.8,"Gymnocephalus cernuus",2
"11637",622,1410,"17/6/2004 00:00:00",38,483,4.4,20.1,"Barbus barbus",2
"22975",702,2917,"31/8/2004 00:00:00",55,46.79,6.2,18.1,"Barbatula barbatula",277
"2057",561,248,"26/9/1989 00:00:00",15,465,4.6,18.3,"Cottus gobio",28
"29886",1414,3737,"19/9/1995 00:00:00",NA,NA,4.4,18.3,"Salmo trutta fario",2
"22294",1223,2827,"30/8/2005 00:00:00",122,19.62,4.1,19.4,"Salmo trutta fario",14
"17191",884,2118,"27/6/1984 00:00:00",19,8.5,6.1,18.5,"Anguilla anguilla",85
"5488",372,633,"19/7/1989 00:00:00",62,15,4,19,"Anguilla anguilla",8
"31996",1412,3919,"14/9/1994 00:00:00",87,25,4.9,19.4,"Alburnus alburnus",8
"726",592,94,"21/6/2000 00:00:00",59,61,4,19.9,"Leuciscus leuciscus",75
"9330",130,1129,"4/6/2003 00:00:00",2,15,4.4,18.1,"Esox lucius",6
"32660",1441,3969,"17/6/2004 00:00:00",3,62,6.2,20.8,"Perca fluviatilis",29
"36224",1789,4422,"9/9/1994 00:00:00",45,11,6.5,18.7,"Anguilla anguilla",13
"11844",662,1432,"17/6/2004 00:00:00",35,493,4.5,20.3,"Esox lucius",1
"4522",444,527,"26/10/1989 00:00:00",60,53,3.8,19.6,"Gymnocephalus cernuus",2
"18405",1038,2299,"12/9/1991 00:00:00",87,17,4.4,18.5,"Anguilla anguilla",11
"21548",954,2726,"18/9/2002 00:00:00",145,4.79,4.6,18.2,"Phoxinus phoxinus",1
"33397",1381,4036,"8/9/2005 00:00:00",13,893,5.9,20.2,"Gobio gobio",119
"8570",129,1017,"22/5/2001 00:00:00",4,73,4.4,18.2,"Abramis brama",15
"30670",1287,3809,"6/9/1994 00:00:00",17,308,5.8,20.2,"Sander lucioperca",1
"11808",371,1428,"6/7/2004 00:00:00",40,37,3.9,19.5,"Squalius cephalus",75
"14339",625,1715,"28/6/2007 00:00:00",31,505,4.6,20.4,"Barbus barbus",4
"21552",1208,2727,"16/9/2002 00:00:00",225,6.55,3.8,18.3,"Barbatula barbatula",97
"34959",1769,4225,"27/5/1986 00:00:00",8,70,6.2,18.7,"Barbatula barbatula",1
"34038",1308,4086,"4/9/2007 00:00:00",63,17,5.4,20.2,"Rutilus rutilus",3141
"3492",446,414,"16/6/1994 00:00:00",NA,NA,3,19.2,"Squalius cephalus",1
"5057",454,574,"30/5/2001 00:00:00",41,454,4,19.7,"Esox lucius",3
"38672",1500,4727,"24/9/1992 00:00:00",37,28,7,18.1,"Salmo trutta fario",6
"3061",42,362,"3/9/2003 00:00:00",138,39,3,18.5,"Cobitis taenia",9
"5012",449,570,"12/4/2001 00:00:00",47,305,3.9,20.2,"Blicca bjoerkna",1
"36962",1789,4507,"7/9/1993 00:00:00",45,11,6.5,18.7,"Salmo trutta fario",22
"23354",1039,2964,"18/10/2007 00:00:00",143,55.97,4.5,18.1,"Barbatula barbatula",9
"5981",374,683,"20/10/1998 00:00:00",34,25,4,19.4,"Phoxinus phoxinus",5
"11692",556,1415,"3/6/2004 00:00:00",36,46,4.3,20.2,"Perca fluviatilis",21
"13661",617,1633,"22/6/2005 00:00:00",59,16,4.1,19.8,"Gasterosteus aculeatus",338
"20603",834,2603,"26/9/2000 00:00:00",54,19.3,5.4,18,"Gasterosteus aculeatus",4
"15285",247,1845,"10/10/2007 00:00:00",119,9,3.3,19.2,"Salmo trutta fario",4
"12426",44,1492,"6/10/2004 00:00:00",20,68,3.8,18.9,"Tinca tinca",9
"12777",337,1535,"17/10/2005 00:00:00",52,9.2,3.4,19.2,"Squalius cephalus",8
"3494",446,414,"16/6/1994 00:00:00",NA,NA,3,19.2,"Rutilus rutilus",33
"7782",616,903,"14/9/1995 00:00:00",33,500,4.5,20.2,"Abramis brama",1
"505",542,67,"9/2/1989 00:00:00",50,27,4.1,19.8,"Anguilla anguilla",6
"25348",780,3254,"18/9/1997 00:00:00",5,611,4.3,19,"Leuciscus idus",1
"1535",457,183,"18/8/1988 00:00:00",60,7,4.2,19.3,"Oncorhynchus mykiss",1
"31139",1381,3843,"10/9/2002 00:00:00",13,893,5.9,20.2,"Silurus glanis",2
"18743",955,2347,"17/9/1984 00:00:00",255,3,4.3,17.5,"Barbatula barbatula",3
"5180",451,586,"22/5/2002 00:00:00",57,109,3.8,20,"Squalius cephalus",50
"14892",256,1792,"16/5/2006 00:00:00",58,NA,3.3,19.1,"Esox lucius",1
"34053",1339,4087,"12/9/2007 00:00:00",145,13,4.8,18.7,"Lampetra planeri",13
"19711",957,2485,"20/10/1993 00:00:00",66,97,5,18.6,"Abramis brama",1
"38307",1794,4682,"30/8/1995 00:00:00",33,34,6.9,18.6,"Alburnus alburnus",809
"26278",1108,3388,"5/9/2007 00:00:00",27,3.7,5.1,18.1,"Salmo trutta fario",33
"22312",1018,2829,"9/9/2005 00:00:00",63,35.42,5.1,18.5,"Barbatula barbatula",73
"38222",1543,4669,"24/9/1992 00:00:00",115,10,6,18.1,"Barbatula barbatula",15
"39834",1689,4864,"19/6/1996 00:00:00",5,135,6.6,19.4,"Rutilus rutilus",21
"1343",678,166,"14/10/1997 00:00:00",44,18,4,19.2,"Squalius cephalus",16
"34177",1348,4097,"16/5/2007 00:00:00",81,79,5.2,19.1,"Squalius cephalus",9
"5113",455,579,"16/10/2001 00:00:00",69,12,3.7,20,"Salmo trutta fario",1
"19680",979,2482,"7/9/1993 00:00:00",215,19.7,3.7,18.2,"Lampetra planeri",3
"16137",703,1964,"28/10/1993 00:00:00",110,7.4,5.8,17.8,"Gobio gobio",6
"14002",342,1678,"13/7/2006 00:00:00",83,105,3.1,18.9,"Gobio gobio",10
"1427",677,173,"21/4/1999 00:00:00",24,300,4.1,19.5,"Chondrostoma nasus",1
"13301",67,1592,"27/9/2006 00:00:00",15,NA,4.3,18.2,"Pseudorasbora parva",2
"5995",373,685,"21/10/1998 00:00:00",56,45,3.9,19.1,"Rutilus rutilus",1
"5936",369,680,"16/9/1998 00:00:00",33,470,3.9,19.4,"Lepomis gibbosus",3
"19484",1229,2455,"19/8/1993 00:00:00",245,9.4,3.9,18.1,"Gobio gobio",9
"35688",1688,4354,"16/6/1983 00:00:00",49,16,6,18.8,"Lampetra planeri",1
"4708",454,543,"23/5/1996 00:00:00",41,454,4,19.7,"Tinca tinca",4
"33464",1439,4041,"14/6/2006 00:00:00",120,6,4.8,20,"Anguilla anguilla",4
"9754",302,1186,"18/4/1988 00:00:00",53,180,3.7,19.5,"Squalius cephalus",8
"6287",615,711,"13/8/1987 00:00:00",23,460,4.6,20.3,"Alburnus alburnus",2
"35259",1604,4274,"19/10/1987 00:00:00",33,10,7.2,17.3,"Rutilus rutilus",35
"26649",1377,3450,"29/5/1995 00:00:00",27,19,5.4,20.5,"Leuciscus leuciscus",11
"2923",42,347,"17/4/2002 00:00:00",138,39,3,18.5,"Cottus gobio",7
"24156",1108,3100,"5/9/2001 00:00:00",27,3.7,5.1,18.1,"Cyprinus carpio",1
"27045",1441,3486,"4/6/1998 00:00:00",3,62,6.2,20.8,"Barbatula barbatula",1
"32294",1436,3941,"9/10/2002 00:00:00",75,33,4.6,19.7,"Scardinius erythrophthalmus",1
"21153",755,2677,"30/9/1998 00:00:00",8,142.8,5.6,18.4,"Perca fluviatilis",27
"30520",1439,3796,"11/8/1994 00:00:00",120,6,4.8,20,"Lampetra planeri",24
"23005",748,2921,"22/9/2004 00:00:00",71,4.44,4.8,18.2,"Salmo trutta fario",79
"37429",1866,4567,"16/9/1986 00:00:00",56,13,6.7,18.4,"Barbatula barbatula",15
"4786",454,551,"24/9/1998 00:00:00",41,454,4,19.7,"Anguilla anguilla",2
"7156",370,820,"15/5/2002 00:00:00",29,260,4,19.4,"Cyprinus carpio",1
"3481",500,412,"22/11/1989 00:00:00",50,76,3.8,19.7,"Gasterosteus aculeatus",2
"31172",1308,3846,"12/9/2002 00:00:00",63,17,5.4,20.2,"Barbatula barbatula",146
"1571",465,192,"13/9/1989 00:00:00",NA,10,3.9,19.2,"Gobio gobio",81
"7261",472,838,"30/10/1990 00:00:00",31,414,4.9,20.8,"Perca fluviatilis",1
"19950",799,2515,"2/9/1997 00:00:00",51,43.21,5.9,18.1,"Phoxinus phoxinus",221
"10037",241,1232,"24/9/1996 00:00:00",60,356,3.6,19.8,"Tinca tinca",8
"16838",743,2062,"21/9/1988 00:00:00",16,137,5.6,18.4,"Leuciscus leuciscus",140
"20649",1011,2609,"15/9/2000 00:00:00",12,62.32,6,18.7,"Barbatula barbatula",5
"21306",834,2696,"22/9/1999 00:00:00",54,19.3,5.4,18,"Phoxinus phoxinus",580
"21379",1226,2705,"14/9/1999 00:00:00",171,15.89,4.4,18.2,"Lampetra planeri",1
"16318",890,1988,"24/9/1987 00:00:00",60,30,5.4,18.6,"Perca fluviatilis",102
"19717",945,2486,"21/10/1993 00:00:00",86,93,4.9,18.6,"Salmo salar",1
"21558",919,2728,"3/9/2002 00:00:00",41,22.62,6,18.2,"Cottus gobio",28
"18966",1205,2380,"11/9/1986 00:00:00",184,10.1,3.8,18.4,"Cottus gobio",16
"3567",454,421,"26/9/1996 00:00:00",41,454,4,19.7,"Scardinius erythrophthalmus",21
"32988",1378,4005,"18/6/2004 00:00:00",122,66,5,19.8,"Anguilla anguilla",11
"13468",661,1610,"14/6/2005 00:00:00",29,411,4.5,20.4,"Rutilus rutilus",188
"22064",1226,2798,"16/9/2003 00:00:00",171,15.89,4.4,18.2,"Cottus gobio",7
"36461",1831,4451,"25/9/1986 00:00:00",143,7,6.4,17.6,"Barbatula barbatula",26
"11165",242,1347,"18/5/1998 00:00:00",180,95,2.5,18.2,"Leuciscus leuciscus",34
"45",666,9,"16/8/1988 00:00:00",48,13,4.2,19.1,"Cottus gobio",133
"32643",1439,3968,"17/6/2004 00:00:00",120,6,4.8,20,"Gobio gobio",211
"24372",780,3134,"14/11/1985 00:00:00",5,611,4.3,19,"Anguilla anguilla",60
"480",539,64,"7/12/1984 00:00:00",NA,NA,4.2,19.9,"Squalius cephalus",1
"20843",919,2635,"29/8/1995 00:00:00",41,22.62,6,18.2,"Anguilla anguilla",8
"2577",10,309,"8/6/1988 00:00:00",NA,NA,4.5,18.3,"Rutilus rutilus",5
"15914",827,1934,"6/9/1990 00:00:00",52,39.02,4.8,18.5,"Anguilla anguilla",53
"39498",1699,4825,"18/6/1997 00:00:00",15,56,6.5,19.3,"Perca fluviatilis",49
"16846",740,2064,"22/11/1988 00:00:00",33,7,5.1,18.4,"Anguilla anguilla",3
"4739",504,546,"24/7/1996 00:00:00",38,400,4.3,19.9,"Perca fluviatilis",27
"38237",1496,4671,"23/9/1992 00:00:00",31,19,6.9,18.4,"Gobio gobio",14
"30750",1427,3815,"2/10/2001 00:00:00",85,95,4.4,19.5,"Gobio gobio",47
"36169",1708,4417,"27/10/1993 00:00:00",20,23,6,18.8,"Squalius cephalus",24
"10072",3,1235,"7/4/1997 00:00:00",70,NA,3.5,18.8,"Sander lucioperca",1
"26144",788,3365,"5/9/2006 00:00:00",NA,NA,5.2,18.5,"Salmo trutta fario",17
"22374",757,2837,"20/9/2005 00:00:00",86,9,4.5,18.5,"Salmo trutta fario",6
"10729",514,1304,"27/3/2002 00:00:00",80,13,3.9,19.6,"Tinca tinca",2
"25655",860,3287,"27/9/2004 00:00:00",32,110,4.8,18.6,"Anguilla anguilla",19
"26853",1440,3469,"12/6/1996 00:00:00",23,15,6.6,20.1,"Phoxinus phoxinus",17
"3568",454,421,"26/9/1996 00:00:00",41,454,4,19.7,"Tinca tinca",9
"37785",1741,4607,"13/10/1994 00:00:00",92,12.72,7,17.6,"Cottus gobio",1
"31862",1377,3907,"20/6/2000 00:00:00",27,19,5.4,20.5,"Perca fluviatilis",9
"15333",469,1851,"11/9/2007 00:00:00",35,87,4,19.4,"Squalius cephalus",7
"1808",599,225,"6/11/1996 00:00:00",69,20,4,19.8,"Cottus gobio",213
"15115",73,1817,"4/9/2007 00:00:00",14,102,3.9,18.4,"Blicca bjoerkna",2
"39189",1891,4790,"13/9/1996 00:00:00",41,36,6.1,18.8,"Perca fluviatilis",2
"38479",1497,4702,"1/7/1987 00:00:00",42,14,6.7,18.3,"Cottus gobio",7
"15114",129,1816,"5/9/2007 00:00:00",4,73,4.4,18.2,"Cobitis taenia",1
"38429",1510,4694,"3/9/1985 00:00:00",30,31,6.8,18,"Gobio gobio",1
"38225",1543,4669,"24/9/1992 00:00:00",115,10,6,18.1,"Phoxinus phoxinus",146
"4477",440,522,"27/10/1989 00:00:00",50,335,3.8,19.7,"Perca fluviatilis",3
"27916",1381,3561,"25/9/1985 00:00:00",13,893,5.9,20.2,"Perca fluviatilis",7
"15411",252,1860,"19/9/2007 00:00:00",195,27,2.6,18.4,"Lampetra planeri",1
"24578",860,3157,"9/10/1996 00:00:00",32,110,4.8,18.6,"Abramis brama",1
"35622",1764,4347,"22/6/1983 00:00:00",38,44,6.2,18.8,"Alburnus alburnus",11
"16443",914,2004,"7/6/1988 00:00:00",3,19,6,18,"Petromyzon marinus",1
"30863",1287,3821,"14/9/2001 00:00:00",17,308,5.8,20.2,"Abramis brama",1
"27390",1270,3514,"11/10/1989 00:00:00",4,75,6.6,19.5,"Anguilla anguilla",26
"24696",780,3169,"10/5/2000 00:00:00",5,611,4.3,19,"Esox lucius",1
"39248",1471,4798,"10/10/1996 00:00:00",37,30,6.8,18,"Gobio gobio",2
"37338",1801,4558,"14/6/1984 00:00:00",34,51.09,6.3,18.8,"Blicca bjoerkna",2
"9903",322,1216,"28/3/1989 00:00:00",60,11,3.5,19.2,"Cottus gobio",11
"20402",1001,2576,"23/9/1999 00:00:00",121,13.45,4.9,18.2,"Lampetra planeri",3
"2648",38,320,"27/9/1994 00:00:00",16,79,4,18.4,"Anguilla anguilla",1
